s,i,w,Tag,,l,x,p,g,f,sent_id,Case,Number,Type,Polarity,Reflex,Polite,Evident,Aspect,Person,Voice,Mood,type,Tense,cat
350,14,giymeyi,I-DefiniteObj,,giy,VERB,Verb,15,obj,ess_1270,Acc,Sing,_,Pos,_,_,_,_,3,_,_,_,_,ess
350,15,kararlaştırıyoruz,B-Pred,,karar,VERB,Verb,0,root,ess_1270,Nom,Plur,_,Pos,_,_,_,Prog,1,Cau,_,_,Pres,ess
350,16,.,PUNCT,,.,PUNCT,PUNCT,15,PUNCT,ess_1270,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
351,1,Ve,O,,ve,CCONJ,Conj,0,root,ess_1374,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
351,2,haksızsınız,B-Pred,,hâk,NOUN,Noun,1,conj,ess_1374,Nom,Plur,_,_,_,_,_,_,2,_,_,_,_,ess
351,3,!,PUNCT,,!,PUNCT,PUNCT,2,PUNCT,ess_1374,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
351,4,..,PUNCT,,..,PUNCT,PUNCT,2,PUNCT,ess_1374,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,1,Katiller,B-Subj,,katil(I),NOUN,Noun,31,nsubj,ess_1138,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
354,2,",",I-Subjj,,",",PUNCT,PUNCT,3,PUNCT,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,3,hırsızlar,I-Subjj,,hırsız,NOUN,Noun,1,conj,ess_1138,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
354,4,",",I-Subjj,,",",PUNCT,PUNCT,5,PUNCT,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,5,düzenbazlar,I-Subjj,,düzenbaz,NOUN,Noun,1,conj,ess_1138,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
354,6,",",I-Subjj,,",",PUNCT,PUNCT,7,PUNCT,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,7,sahtekârlar,I-Subjj,,sahtekâr,NOUN,Noun,1,conj,ess_1138,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
354,8,",",I-Subjj,,",",PUNCT,PUNCT,9,PUNCT,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,9,hainler,I-Subjj,,hain,NOUN,Noun,1,conj,ess_1138,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
354,10,",",I-Subjj,,",",PUNCT,PUNCT,11,PUNCT,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,11,vefasız,I-Subjj,,vefa,ADJ,NAdj,1,conj,ess_1138,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
354,12,lar,I-Subjj,,i,AUX,Zero,11,cop,ess_1138,_,Plur,_,_,_,_,_,Perf,3,_,Ind,_,Pres,ess
354,13,",",I-Subjj,,",",PUNCT,PUNCT,14,PUNCT,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,14,dolandırıcılar,I-Subjj,,dolan,NOUN,Noun,1,conj,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,15,",",I-Subjj,,",",PUNCT,PUNCT,16,PUNCT,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,16,jurnalciler,I-Subjj,,jurnal,NOUN,Noun,1,conj,ess_1138,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
354,17,",",I-Subjj,,",",PUNCT,PUNCT,18,PUNCT,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,18,casuslar,I-Subjj,,casus,NOUN,Noun,1,conj,ess_1138,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
354,19,",",I-Subjj,,",",PUNCT,PUNCT,20,PUNCT,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,20,korkaklar,I-Subjj,,korkak,NOUN,Noun,1,conj,ess_1138,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
354,21,",",I-Subjj,,",",PUNCT,PUNCT,22,PUNCT,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,22,yalancılar,I-Subjj,,yalan,NOUN,Noun,1,conj,ess_1138,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
354,23,",",I-Subjj,,",",PUNCT,PUNCT,24,PUNCT,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,24,kokainmanlar,I-Subjj,,kokainman,NOUN,Noun,1,conj,ess_1138,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
354,25,",",I-Subjj,,",",PUNCT,PUNCT,26,PUNCT,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,26,alkolikler,I-Subjj,,alkolik,NOUN,Noun,1,conj,ess_1138,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
354,27,",",I-Subjj,,",",PUNCT,PUNCT,29,PUNCT,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,28,gösterişçiler,I-Subjj,,gösteriş,NOUN,Noun,29,nsubj,ess_1138,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
354,29,var,B-Pred,,var,ADJ,NAdj,1,conj,ess_1138,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
354,30,dır,I-Pred,,i,AUX,Zero,29,cop,ess_1138,_,Sing,_,_,_,_,_,Perf,3,_,Gen,_,Pres,ess
354,31,aralarında,B-IndirectObj,,ara,ADJ,NAdj,0,root,ess_1138,Loc,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
354,32,.,PUNCT,,.,PUNCT,PUNCT,31,PUNCT,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,1,Katiller,B-Subj,,katil(I),NOUN,Noun,31,nsubj,ess_1138,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
354,2,",",I-Subjj,,",",PUNCT,PUNCT,3,PUNCT,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,3,hırsızlar,I-Subjj,,hırsız,NOUN,Noun,1,conj,ess_1138,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
354,4,",",I-Subjj,,",",PUNCT,PUNCT,5,PUNCT,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,5,düzenbazlar,I-Subjj,,düzenbaz,NOUN,Noun,1,conj,ess_1138,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
354,6,",",I-Subjj,,",",PUNCT,PUNCT,7,PUNCT,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,7,sahtekârlar,I-Subjj,,sahtekâr,NOUN,Noun,1,conj,ess_1138,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
354,8,",",I-Subjj,,",",PUNCT,PUNCT,9,PUNCT,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,9,hainler,I-Subjj,,hain,NOUN,Noun,1,conj,ess_1138,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
354,10,",",I-Subjj,,",",PUNCT,PUNCT,11,PUNCT,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,11-12,vefasızlar,I-Subjj,,_,_,_,0,_,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,13,",",I-Subjj,,",",PUNCT,PUNCT,14,PUNCT,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,14,dolandırıcılar,I-Subjj,,dolan,NOUN,Noun,1,conj,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,15,",",I-Subjj,,",",PUNCT,PUNCT,16,PUNCT,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,16,jurnalciler,I-Subjj,,jurnal,NOUN,Noun,1,conj,ess_1138,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
354,17,",",I-Subjj,,",",PUNCT,PUNCT,18,PUNCT,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,18,casuslar,I-Subjj,,casus,NOUN,Noun,1,conj,ess_1138,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
354,19,",",I-Subjj,,",",PUNCT,PUNCT,20,PUNCT,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,20,korkaklar,I-Subjj,,korkak,NOUN,Noun,1,conj,ess_1138,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
354,21,",",I-Subjj,,",",PUNCT,PUNCT,22,PUNCT,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,22,yalancılar,I-Subjj,,yalan,NOUN,Noun,1,conj,ess_1138,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
354,23,",",I-Subjj,,",",PUNCT,PUNCT,24,PUNCT,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,24,kokainmanlar,I-Subjj,,kokainman,NOUN,Noun,1,conj,ess_1138,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
354,25,",",I-Subjj,,",",PUNCT,PUNCT,26,PUNCT,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,26,alkolikler,I-Subjj,,alkolik,NOUN,Noun,1,conj,ess_1138,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
354,27,",",I-Subjj,,",",PUNCT,PUNCT,29,PUNCT,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,28,gösterişçiler,I-Subjj,,gösteriş,NOUN,Noun,29,nsubj,ess_1138,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
354,29-30,vardır,B-Pred,,_,_,_,0,_,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
354,31,aralarında,B-IndirectObj,,ara,ADJ,NAdj,0,root,ess_1138,Loc,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
354,32,.,PUNCT,,.,PUNCT,PUNCT,31,PUNCT,ess_1138,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
365,1,Beyin,B-IndirectObj,,beyin,NOUN,Noun,10,obl,ess_1291,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
365,2,yerine,I-IndirectObj,,yer,NOUN,Noun,1,compound,ess_1291,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
365,3,",",B-DefiniteObj,,",",PUNCT,PUNCT,10,PUNCT,ess_1291,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
365,4,bozuk,I-DefiniteObj,,bozuk,NOUN,Noun,6,obl,ess_1291,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
365,5,midelerden,I-DefiniteObj,,mide,NOUN,Noun,4,compound,ess_1291,Abl,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
365,6,dökülen,I-DefiniteObj,,dök,VERB,Verb,9,acl,ess_1291,_,_,_,Pos,_,_,_,_,_,Pass,_,_,Pres,ess
365,7,kara/yeşil,I-DefiniteObj,,kara/yeşil,ADJ,Adj,9,amod,ess_1291,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
365,8,hayat,I-DefiniteObj,,hayat(I),NOUN,Noun,9,nmod:poss,ess_1291,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
365,9,bulamacını,I-DefiniteObj,,bulamaç,NOUN,Noun,10,obj,ess_1291,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
365,10,izliyoruz,B-Pred,,izle,VERB,Verb,0,root,ess_1291,_,Plur,_,Pos,_,_,_,Prog,1,_,_,_,Pres,ess
365,11,her,B-AdverbialComp,,her,DET,Det,10,conj,ess_1291,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
365,12,gün,I-AdverbialComp,,gün,NOUN,Noun,11,compound,ess_1291,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
365,13,.,PUNCT,,.,PUNCT,PUNCT,11,PUNCT,ess_1291,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
372,1,Kendinizi,B-Pred,,kendi,PRON,Reflex,4,obj,ess_1418,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
372,2,EVinizde,I-Pred,,ev,PRON,Pers,4,nmod,ess_1418,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
372,3,gibi,I-Pred,,gibi,ADP,PCNom,2,case,ess_1418,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
372,4,hissettiğiniz,I-Pred,,hisset,NOUN,Noun,5,nmod,ess_1418,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
372,5,lokantalar,I-Pred,,lokanta,NOUN,Noun,0,root,ess_1418,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
372,6,.,PUNCT,,.,PUNCT,PUNCT,5,PUNCT,ess_1418,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
373,1,Çiftçi,"B-Subj",,çiftçi,ADJ,Adj,2,amod,ess_1206,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
373,2,aylar,B-DefiniteObj,,Ay,NOUN,Noun,5,obl,ess_1206,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
373,3,boyunca,I-DefiniteObj,,boyunca,ADP,PCNom,2,case,ess_1206,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
373,4,emekle,I-DefiniteObj,,emek,VERB,Verb,5,nmod,ess_1206,Ins,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
373,5,yetiştirdiği,I-DefiniteObj,,yetiş,VERB,Verb,7,acl,ess_1206,_,_,_,Pos,_,_,_,Perf,_,Cau,_,_,Past,ess
373,6,mahsulü,I-DefiniteObj,,mahsul,NOUN,Noun,7,nsubj,ess_1206,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
373,7,yok,B-IndirectObj,,yok,ADJ,Adj,8,nmod:poss,ess_1206,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
373,8,fiyatına,I-IndirectObj,,fiyat,NOUN,Noun,0,root,ess_1206,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
373,9,satmaktadır,B-Pred,,sat,VERB,Verb,8,compound,ess_1206,_,Sing,_,Pos,_,_,_,Prog,3,_,_,_,Pres,ess
373,10,.,PUNCT,,.,PUNCT,PUNCT,8,PUNCT,ess_1206,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
380,1,Örneğin,O,?**?,örnek,CCONJ,Conj,8,mark,ess_887,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
380,2,müslümanlarca,B-AdverbialComp,,müslüman,ADV,ANum,7,advmod,ess_887,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
380,3,hak,B-Subj,,hâk,NOUN,Noun,6,nmod:poss,ess_887,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
380,4,ve,I-Subjj,,ve,CCONJ,Conj,5,cc,ess_887,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
380,5,bâtılın,I-Subjj,,bâtılın,NOUN,Noun,3,conj,ess_887,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
380,6,ölçüsünü,I-Subjj,,ölçü,NOUN,Noun,7,obj,ess_887,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
380,7,koyan,I-Subjj,,koy,VERB,Verb,8,acl,ess_887,_,_,_,Pos,_,_,_,_,_,_,_,_,Pres,ess
380,8,vahy'dir,B-Pred,,vahy'dir,NOUN,Noun,0,root,ess_887,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
380,9,.,PUNCT,,.,PUNCT,PUNCT,8,PUNCT,ess_887,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
382,1,Meriç,B-Subj,,Meriç,PROPN,Prop,12,nsubj,ess_1513,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
382,2,Nehri'nde,I-Subjj,,nehir,NOUN,Noun,1,flat,ess_1513,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
382,3,coşar,B-Pred,,Coşar,NOUN,Noun,1,flat,ess_1513,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
382,4,",",PUNCT,,",",PUNCT,PUNCT,7,PUNCT,ess_1513,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
382,5,Fırat,B-Subj,,Fırat,NOUN,Noun,6,nmod:poss,ess_1513,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
382,6,kıyılarında,I-Subjj,,kıyı,NOUN,Noun,7,obl,ess_1513,Loc,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
382,7,durulur,B-Pred,,dur,VERB,Verb,1,conj,ess_1513,_,Sing,_,Pos,_,_,_,Hab,3,Pass,_,_,Pres,ess
382,8,",",PUNCT,,",",PUNCT,PUNCT,12,PUNCT,ess_1513,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
382,9,Kızılırmak'ta,B-Subj,,Kızılırmak,PROPN,Prop,12,obl,ess_1513,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
382,10,hoyrat,B-IndirectObj,,hoyrat,NOUN,Noun,11,nmod,ess_1513,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
382,11,çığlıklarda,I-IndirectObj,,çığlık,NOUN,Noun,12,obl,ess_1513,Loc,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
382,12,buluşurdu,B-Pred,,buluş,VERB,Verb,0,root,ess_1513,_,Sing,_,Pos,_,_,Fh,Hab,3,_,_,_,Pres,ess
382,13,.,PUNCT,,.,PUNCT,PUNCT,12,PUNCT,ess_1513,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
383,1,Biz,B-Subj,,biz,PRON,Pers,8,nsubj,ess_1042,Nom,Plur,_,_,_,_,_,_,1,_,_,_,_,ess
383,2,ler,I-Subjj,,i,AUX,Zero,1,cop,ess_1042,_,Plur,_,_,_,_,_,Perf,3,_,Ind,_,Pres,ess
383,3,",",PUNCT,,",",PUNCT,PUNCT,4,PUNCT,ess_1042,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
383,4,eşitliğe,B-IndirectObj,,eşit,NOUN,Noun,1,conj,ess_1042,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
383,5,ve,I-IndirectObj,,ve,CCONJ,Conj,6,cc,ess_1042,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
383,6,demokrasiye,I-IndirectObj,,demokrasi,NOUN,Noun,1,conj,ess_1042,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
383,7,anlamlar,B-Pred,,anlam,NOUN,Noun,1,conj,ess_1042,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
383,8,yükledik,I-Pred,,yükle,VERB,Verb,0,root,ess_1042,_,Plur,_,Pos,_,_,Fh,Perf,1,_,_,_,Past,ess
383,9,",",PUNCT,,",",PUNCT,PUNCT,11,PUNCT,ess_1042,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
383,10,özünü,B-DefiniteObj,,öz,NOUN,Noun,11,obj,ess_1042,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
383,11,yaşatamadık,B-Pred,,yaşa,VERB,Verb,8,conj,ess_1042,_,Plur,_,Neg,_,_,Fh,Perf,1,Cau,_,_,Past,ess
383,12,.,PUNCT,,.,PUNCT,PUNCT,11,PUNCT,ess_1042,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
383,1-2,Bizler,B-Subj,,_,_,_,0,_,ess_1042,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
383,3,",",PUNCT,,",",PUNCT,PUNCT,4,PUNCT,ess_1042,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
383,4,eşitliğe,B-IndirectObj,,eşit,NOUN,Noun,1,conj,ess_1042,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
383,5,ve,I-IndirectObj,,ve,CCONJ,Conj,6,cc,ess_1042,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
383,6,demokrasiye,I-IndirectObj,,demokrasi,NOUN,Noun,1,conj,ess_1042,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
383,7,anlamlar,B-Pred,,anlam,NOUN,Noun,1,conj,ess_1042,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
383,8,yükledik,I-Pred,,yükle,VERB,Verb,0,root,ess_1042,_,Plur,_,Pos,_,_,Fh,Perf,1,_,_,_,Past,ess
383,9,",",PUNCT,,",",PUNCT,PUNCT,11,PUNCT,ess_1042,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
383,10,özünü,B-DefiniteObj,,öz,NOUN,Noun,11,obj,ess_1042,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
383,11,yaşatamadık,B-Pred,,yaşa,VERB,Verb,8,conj,ess_1042,_,Plur,_,Neg,_,_,Fh,Perf,1,Cau,_,_,Past,ess
383,12,.,PUNCT,,.,PUNCT,PUNCT,11,PUNCT,ess_1042,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
389,1,İkisini,B-DefiniteObj,,iki,NOUN,Noun,5,obj,ess_51,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
389,2,de,I-DefiniteObj,,de,CCONJ,Conj,1,advmod:emph,ess_51,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
389,3,Atatürk'e,B-IndirectObj,,ATATÜRK,PROPN,Prop,5,iobj,ess_51,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
389,4,haksızlık,B-Pred,,hâk,NOUN,Noun,5,nsubj,ess_51,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
389,5,sayıyor,I-Pred,,say,VERB,Verb,0,root,ess_51,_,Sing,_,Pos,_,_,_,Prog,3,_,_,_,Pres,ess
389,6,.,PUNCT,,.,PUNCT,PUNCT,5,PUNCT,ess_51,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
392,1,Devasa,B-AdverbialComp,,devasa,ADJ,Adj,3,amod,ess_1715,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
392,2,bilim,I-AdverbialComp,,bilim,NOUN,Noun,3,nmod:poss,ess_1715,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
392,3,kentlerinin,I-AdverbialComp,,kent,NOUN,Noun,4,nmod:poss,ess_1715,Gen,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
392,4,kurulması,I-AdverbialComp,,kur,VERB,Verb,9,nmod,ess_1715,Nom,Sing,_,Pos,_,_,_,_,3,Pass,_,_,_,ess
392,5,için,I-AdverbialComp,,için,ADP,PCNom,4,case,ess_1715,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
392,6,artı,B-IndirectObj,,artı,VERB,Verb,9,nmod,ess_1715,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
392,7,değer,I-IndirectObj,,değer,NOUN,Noun,8,nmod:poss,ess_1715,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
392,8,sömürüsüne,I-IndirectObj,,sömürü,NOUN,Noun,9,obl,ess_1715,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
392,9,abanır,B-Pred,,aban,VERB,Verb,0,root,ess_1715,_,Sing,_,Pos,_,_,_,Hab,3,_,_,_,Pres,ess
392,10,dururlar,I-Pred,,dur,VERB,Verb,9,compound,ess_1715,_,Plur,_,Pos,_,_,_,Hab,3,_,_,_,Pres,ess
392,11,.,PUNCT,,.,PUNCT,PUNCT,9,PUNCT,ess_1715,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
397,1,Halkevleri,O,,halkev,NOUN,Noun,0,root,ess_1802,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
397,2,:,PUNCT,,:,PUNCT,PUNCT,35,PUNCT,ess_1802,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
397,3,"""",PUNCT,,"""",PUNCT,PUNCT,35,PUNCT,ess_1802,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
397,4,AKP'nin,B-AdverbialComp,,AKP,PROPN,Abr,8,nmod:poss,ess_1802,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
397,5-6,%25'lik,I-AdverbialComp,,_,_,_,0,_,ess_1802,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
397,7,azınlık,I-AdverbialComp,,azınlık,NOUN,Noun,8,nmod:poss,ess_1802,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
397,8,desteğiyle,I-AdverbialComp,,destek,NOUN,Noun,19,obl,ess_1802,Ins,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
397,9,devletin,B-Subj,,devlet,NOUN,Noun,11,nmod,ess_1802,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
397,10,tüm,I-Subjj,,tüm,DET,Det,11,det,ess_1802,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
397,11,iktidar,I-Subjj,,iktidar,NOUN,Noun,12,nmod:poss,ess_1802,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
397,12,merkezlerini,I-Subjj,,merkez,NOUN,Noun,19,obj,ess_1802,Acc,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
397,13,Amerikancı,I-Subjj,,Amerikan,ADJ,NAdj,12,conj,ess_1802,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
397,14,-,I-Subjj,,-,PUNCT,PUNCT,13,PUNCT,ess_1802,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
397,15,Yobaz,I-Subjj,,yobaz,ADJ,Adj,17,amod,ess_1802,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
397,16,bir,I-Subjj,,bir,DET,ANum,17,det,ess_1802,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
397,17,grubun,I-Subjj,,grup,NOUN,Noun,18,nmod:poss,ess_1802,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
397,18,denetimine,I-Subjj,,denetim,NOUN,Noun,19,obl,ess_1802,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
397,19,aktarmaya,I-Subjj,,aktar,VERB,Verb,20,nmod,ess_1802,Dat,Sing,_,Pos,_,_,_,_,3,_,_,_,_,ess
397,20,dönük,I-Subjj,,dönük,ADJ,Adj,22,amod,ess_1802,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
397,21,darbeci,I-Subjj,,darbe,NOUN,Noun,22,nmod:poss,ess_1802,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
397,22,girişimi,I-Subjj,,girişim,NOUN,Noun,35,nsubj,ess_1802,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
397,23,",",PUNCT,,",",PUNCT,PUNCT,35,PUNCT,ess_1802,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
397,24,ordunun,B-AdverbialComp,,ordu,NOUN,Noun,29,nmod:poss,ess_1802,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
397,25,otoriter,I-AdverbialComp,,otorit,ADJ,Adj,29,amod,ess_1802,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
397,26,ve,I-AdverbialComp,,ve,CCONJ,Conj,27,cc,ess_1802,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
397,27,ırkçı,I-AdverbialComp,,ırk,ADJ,Adj,25,conj,ess_1802,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
397,28,bir,I-AdverbialComp,,bir,DET,ANum,29,det,ess_1802,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
